Trial,Treatment,Date,No.Ants,Species No. 1,# Species No. 1,Species No. 2,# Species No.2,Species No. 3,# Species No. 3,Pre.Weight,Post.Weight ,Per.Ret,Per.Rem,Adj.Per.Ret,Adj.Per.Rem,Chem.Samp,Time ,Time.O,Location,Habitat.Type
29,seeds,20-Jul,1,Trachymyrmex sp.,1,None,0,None,0,0.1601,0.1552,96.93941287,3.060587133,98.1320114,1.867988602,0.1725,3:30:00 PM,4:30:00 PM,SURA Entrance,Forest Interior
29,unripe,20-Jul,1,Pheidole nebulosa,1,None,0,None,0,0.3487,0.3316,95.09607112,4.903928879,96.30693845,3.693061549,0.3541,3:30:00 PM,4:30:00 PM,SURA Entrance,Forest Interior
30,feces,20-Jul,0,None,0,None,0,None,0,0.1303,0.1024,78.58787414,21.41212586,92.63391602,7.366083981,0.2008,3:45:00 PM,4:40:00 PM,SURA 100,Forest Interior
30,overripe,20-Jul,6,Ectatomma sp.,3,Trachymyrmex sp.,2,Pheidole nigricula,1,0.3352,0.1367,40.78162291,59.21837709,41.42669575,58.57330425,0.4286,3:45:00 PM,4:40:00 PM,SURA 100,Forest Interior
30,ripe,20-Jul,0,None,0,None,0,None,0,0.2808,0,0,100,0,100,0.3446,3:45:00 PM,4:40:00 PM,SURA 100,Forest Interior
30,seeds,20-Jul,1,Trachymyrmex sp.,1,None,0,None,0,0.1602,0.1423,88.82646692,11.17353308,89.91925581,10.08074419,0.2756,3:45:00 PM,4:40:00 PM,SURA 100,Forest Interior
30,unripe,20-Jul,0,None,0,None,0,None,0,0.3417,0.3215,94.08838162,5.911618379,95.28641794,4.713582055,0.3735,3:45:00 PM,4:40:00 PM,SURA 100,Forest Interior
31,feces,20-Jul,0,None,0,None,0,None,0,0.2028,0.1875,92.4556213,7.544378698,93.91805966,6.081940341,0.2008,3:50:00 PM,4:55:00 PM,SURA 150,Forest Interior
31,overripe,20-Jul,1,Ectatomma sp.,1,None,0,None,0,0.3835,0.0661,17.23598435,82.76401565,17.50861856,82.49138144,0.386,3:50:00 PM,4:55:00 PM,SURA 150,Forest Interior
31,ripe,20-Jul,1,Unidentifiable,1,None,0,None,0,0.3076,0.294,95.5786736,4.421326398,97.09051158,2.909488419,0.4885,3:50:00 PM,4:55:00 PM,SURA 150,Forest Interior
31,seeds,20-Jul,0,None,0,None,0,None,0,0.214,0.214,100,0,100,0,0.3435,3:50:00 PM,4:55:00 PM,SURA 150,Forest Interior
31,unripe,20-Jul,0,None,0,None,0,None,0,0.2754,0.2625,95.31590414,4.684095861,96.52957062,3.470429376,0.4097,3:50:00 PM,4:55:00 PM,SURA 150,Forest Interior
32,feces,21-Jul,0,None,0,None,0,None,0,0.1317,0.0878,66.66666667,33.33333333,67.72118222,32.27881778,0.5621,10:00:00 AM,11:30:00 AM,SAZ 100,Forest Interior
32,overripe,21-Jul,7,Ectatomma gibbum,3,No specimen,4,None,0,0.2452,0.1116,45.51386623,54.48613377,46.23379243,53.76620757,0.3316,10:00:00 AM,11:30:00 AM,SAZ 100,Forest Interior
32,ripe,21-Jul,4,No specimen,4,None,0,None,0,0.2355,0.1815,77.07006369,22.92993631,78.28913742,21.71086258,0.3691,10:00:00 AM,11:30:00 AM,SAZ 100,Forest Interior
32,seeds,21-Jul,0,None,0,None,0,None,0,0.047,0.047,100,0,100,0,0.1019,10:00:00 AM,11:30:00 AM,SAZ 100,Forest Interior
32,unripe,21-Jul,0,None,0,None,0,None,0,0.234,0.1799,76.88034188,23.11965812,77.85926659,22.14073341,0.3307,10:00:00 AM,11:30:00 AM,SAZ 100,Forest Interior
33,feces,21-Jul,1,Pheidole nebulosa,1,None,0,None,0,0.1114,0.0855,76.75044883,23.24955117,77.96446696,22.03553304,0.5622,10:15:00 AM,11:15:00 AM,SAZ 300,Forest Interior
33,overripe,21-Jul,20,Pheidole fimbriata,"?, majority ",Pheidole nebulosa,?,None,0,0.2567,0.162,63.10868718,36.89131282,64.10692356,35.89307644,0.2857,10:15:00 AM,11:15:00 AM,SAZ 300,Forest Interior
33,ripe,21-Jul,20,Pheidole fimbriata,,None,0,None,0,0.2395,0.1332,55.61586639,44.38413361,56.49558334,43.50441666,0.3967,10:15:00 AM,11:15:00 AM,SAZ 300,Forest Interior
33,seeds,21-Jul,0,None,0,None,0,None,0,0.0686,0.0686,100,0,100,0,0.1536,10:15:00 AM,11:15:00 AM,SAZ 300,Forest Interior
33,unripe,21-Jul,0,None,0,None,0,None,0,0.2256,0.1943,86.12588652,13.87411348,87.22253564,12.77746436,0.2867,10:15:00 AM,11:15:00 AM,SAZ 300,Forest Interior
34,feces,21-Jul,0,None,0,None,0,None,0,0.1077,0.0782,72.60909935,27.39090065,73.75761072,26.24238928,0.4622,10:30:00 AM,11:45:00 AM,SAZ 450 ,Forest Interior
34,overripe,21-Jul,12,Pheidole u1,12,None,0,None,0,0.2415,0.1576,65.25879917,34.74120083,66.29104545,33.70895455,0.356,10:30:00 AM,11:45:00 AM,SAZ 450 ,Forest Interior
34,ripe,21-Jul,11,Pheidole nebulosa,?,Pheidole u1,?,None,0,0.2661,0.189,71.0259301,28.9740699,72.14939933,27.85060067,0.3869,10:30:00 AM,11:45:00 AM,SAZ 450 ,Forest Interior
34,seeds,21-Jul,0,None,0,None,0,None,0,0.0919,0.0919,100,0,100,0,0.1402,10:30:00 AM,11:45:00 AM,SAZ 450 ,Forest Interior
34,unripe,21-Jul,1,No specimen,1,None,0,None,0,0.2718,0.2293,84.36350258,15.63649742,85.43771109,14.56228891,0.3437,10:30:00 AM,11:45:00 AM,SAZ 450 ,Forest Interior
35,feces,24-Jul,0,None,0,None,0,None,0,0.1495,0.1017,68.02675585,31.97324415,69.10278493,30.89721507,0.5622,3:00:00 PM,4:00:00 PM,LC Cabina Aguila,Forest Clearing
35,overripe,24-Jul,0,None,0,None,0,None,0,0.2169,0.1028,47.39511296,52.60488704,48.14479621,51.85520379,0.3584,3:00:00 PM,4:00:00 PM,LC Cabina Aguila,Forest Clearing
35,ripe,24-Jul,2,Pheidole nebulosa,2,None,0,None,0,0.2344,0.152,64.84641638,35.15358362,65.87213971,34.12786029,0.3165,3:00:00 PM,4:00:00 PM,LC Cabina Aguila,Forest Clearing
35,seeds,24-Jul,0,None,0,None,0,None,0,0.0803,0.05,62.26650062,37.73349938,63.03253515,36.96746485,0.2018,3:00:00 PM,4:00:00 PM,LC Cabina Aguila,Forest Clearing
35,unripe,24-Jul,0,None,0,None,0,None,0,0.2058,0.1587,77.11370262,22.88629738,78.09559874,21.90440126,0.2747,3:00:00 PM,4:00:00 PM,LC Cabina Aguila,Forest Clearing
36,feces,24-Jul,0,None,0,None,0,None,0,0.1095,0.0781,71.32420091,28.67579909,72.4523881,27.5476119,0.5622,3:10:00 PM,4:13:00 PM,LC Shade Houses,Forest Clearing
36,overripe,24-Jul,6,Ectatomma sp.,6,None,0,None,0,0.2448,0.1857,75.85784314,24.14215686,77.05774227,22.94225773,0.2851,3:10:00 PM,4:13:00 PM,LC Shade Houses,Forest Clearing
36,ripe,24-Jul,7,Ectatomma sp.,2,"Pheidole spp. (nigricula, nebulosa, u1)",4,Trachymyrmex sp.,1,0.2389,0.1863,77.98241942,22.01758058,79.21592454,20.78407546,0.4019,3:10:00 PM,4:13:00 PM,LC Shade Houses,Forest Clearing
36,seeds,24-Jul,0,None,0,None,0,None,0,0.1126,0.1126,100,0,100,0,0.2161,3:10:00 PM,4:13:00 PM,LC Shade Houses,Forest Clearing
36,unripe,24-Jul,0,None,0,None,0,None,0,0.2617,0.189,72.22009935,27.77990065,73.13968475,26.86031525,0.3076,3:10:00 PM,4:13:00 PM,LC Shade Houses,Forest Clearing
37,feces,24-Jul,0,None,0,None,0,None,0,0.1103,0.1103,100,0,100,0,0.1501,3:30:00 PM,4:30:00 PM,LC Cabina Congo,Forest Clearing
37,overripe,24-Jul,2,Pheidole nebulosa,2,None,0,None,0,0.2184,0.1942,88.91941392,11.08058608,90.32591749,9.674082508,0.3652,3:30:00 PM,4:30:00 PM,LC Cabina Congo,Forest Clearing
37,ripe,24-Jul,5,Pheidole nebulosa,5,None,0,None,0,0.2696,0.2287,84.82937685,15.17062315,86.17118532,13.82881468,0.3441,3:30:00 PM,4:30:00 PM,LC Cabina Congo,Forest Clearing
37,seeds,24-Jul,2,No specimen,2,None,0,None,0,0.0702,0.0581,82.76353276,17.23646724,83.78173232,16.21826768,0.1069,3:30:00 PM,4:30:00 PM,LC Cabina Congo,Forest Clearing
37,unripe,24-Jul,1,No specimen,1,None,0,None,0,0.2834,0.2459,86.76781934,13.23218066,87.87264224,12.12735776,0.4985,3:30:00 PM,4:30:00 PM,LC Cabina Congo,Forest Clearing
38,feces,27-Jul,0,None,0,None,0,None,0,0.087,0.0731,84.02298851,15.97701149,85.35204173,14.64795827,0.413,10:30:00 AM,11:30:00 AM,Stone Bridge,Forest Clearing
38,overripe,27-Jul,3,Ectatomma sp.,1,Pheidole u3,2,None,0,0.2024,0.1495,73.86363636,26.13636364,75.03199166,24.96800834,0.3126,10:30:00 AM,11:30:00 AM,Stone Bridge,Forest Clearing
38,ripe,27-Jul,3,Pheidole u3,3,None,0,None,0,0.276,0.2507,90.83333333,9.166666667,92.27011078,7.729889215,0.4477,10:30:00 AM,11:30:00 AM,Stone Bridge,Forest Clearing
38,seeds,27-Jul,0,None,0,None,0,None,0,0.0693,0.0693,100,0,100,0,0.0925,10:30:00 AM,11:30:00 AM,Stone Bridge,Forest Clearing
38,unripe,27-Jul,0,None,0,None,0,None,0,0.2806,0.2504,89.23734854,10.76265146,90.3736162,9.626383804,0.311,10:30:00 AM,11:30:00 AM,Stone Bridge,Forest Clearing
39,feces,27-Jul,0,None,0,None,0,None,0,0.0955,0.0733,76.7539267,23.2460733,77.96799984,22.03200016,0.413,10:00:00 AM,11:00:00 AM,Next to ALAS ,Forest Clearing
39,overripe,27-Jul,5,Ectatomma sp.,1,Pheidole nebulosa,?,Pheidole fimbriata,?,0.3094,0.2418,78.1512605,21.8487395,79.3874363,20.6125637,0.3532,10:00:00 AM,11:00:00 AM,Next to ALAS ,Forest Clearing
39,ripe,27-Jul,2,Pheidole nebulosa,1,Pheidole fimbriata,1,None,0,0.277,0.2378,85.84837545,14.15162455,87.20630217,12.79369783,0.314,10:00:00 AM,11:00:00 AM,Next to ALAS ,Forest Clearing
39,seeds,27-Jul,0,None,0,None,0,None,0,0.0626,0.0555,88.65814696,11.34185304,89.7488651,10.2511349,0.1217,10:00:00 AM,11:00:00 AM,Next to ALAS ,Forest Clearing
39,unripe,27-Jul,0,None,0,None,0,None,0,0.2266,0.1956,86.31950574,13.68049426,87.41862022,12.58137978,0.3626,10:00:00 AM,11:00:00 AM,Next to ALAS ,Forest Clearing
40,feces,27-Jul,0,None,0,None,0,None,0,0.1424,0.1225,86.0252809,13.9747191,87.38600585,12.61399415,0.413,10:15:00 AM,11:15:00 AM,Next to Orquidea,Forest Clearing
40,overripe,27-Jul,2,Ectatomma sp.,1,Pheidole u1,1,None,0,0.2768,0.2296,82.94797688,17.05202312,84.26002585,15.73997415,0.3778,10:15:00 AM,11:15:00 AM,Next to Orquidea,Forest Clearing
40,ripe,27-Jul,2,Pheidole u1,2,None,0,None,0,0.3499,0.3255,93.02657902,6.973420977,94.49804865,5.501951351,0.4754,10:15:00 AM,11:15:00 AM,Next to Orquidea,Forest Clearing
40,seeds,27-Jul,1,Trachymyrmex sp.,1,None,0,None,0,0.0872,0.0766,87.8440367,12.1559633,88.92473923,11.07526077,0.1812,10:15:00 AM,11:15:00 AM,Next to Orquidea,Forest Clearing
40,unripe,27-Jul,0,None,0,None,0,None,0,0.278,0.2513,90.39568345,9.604316547,91.5467003,8.453299701,0.3583,10:15:00 AM,11:15:00 AM,Next to Orquidea,Forest Clearing
